WorkItemID,ProjectID,WorkItemCode,WorkItemName,WorkItemCategory,WorkItemType,PlannedStartDate,PlannedFinishDate,Quantity,UnitOfMeasure,Priority,CurrentStatusID
WIT-000179,PRJ-005,PRJ-005-ITEM-000179,Safety Reporting Package,Safety,Package,2026-04-22,2026-05-10,28.64,hr,Critical,STS-004
WIT-000180,PRJ-001,PRJ-001-ITEM-000180,Structure Reporting Package,Structure,Task,2025-09-13,2025-10-10,27.64,m2,Low,STS-003
WIT-000181,PRJ-002,PRJ-002-ITEM-000181,Mechanical Reporting Package,Mechanical,Inspection,2025-12-01,2025-12-26,295.98,m3,Medium,STS-003
WIT-000182,PRJ-003,PRJ-003-ITEM-000182,Electrical Reporting Package,Electrical,Milestone,2025-09-08,2025-11-11,197.42,ea,High,STS-002
WIT-000183,PRJ-004,PRJ-004-ITEM-000183,Interior Reporting Package,Interior,Package,2025-12-22,2026-03-15,159.68,lot,Critical,STS-001
WIT-000184,PRJ-005,PRJ-005-ITEM-000184,Exterior Reporting Package,Exterior,Task,2026-04-10,2026-08-06,437.63,hr,Low,STS-004
WIT-000185,PRJ-001,PRJ-001-ITEM-000185,Safety Reporting Package,Safety,Inspection,2025-09-23,2025-11-25,425.71,m2,Medium,STS-004
WIT-000186,PRJ-002,PRJ-002-ITEM-000186,Structure Reporting Package,Structure,Milestone,2026-03-11,2026-05-16,91.57,m3,High,STS-005
WIT-000187,PRJ-003,PRJ-003-ITEM-000187,Mechanical Reporting Package,Mechanical,Package,2026-03-24,2026-04-02,119.14,ea,Critical,STS-004
WIT-000188,PRJ-004,PRJ-004-ITEM-000188,Electrical Reporting Package,Electrical,Task,2026-05-28,2026-06-28,286.05,lot,Low,STS-004
WIT-000189,PRJ-005,PRJ-005-ITEM-000189,Interior Reporting Package,Interior,Inspection,2025-06-06,2025-07-09,208.71,hr,Medium,STS-007
WIT-000190,PRJ-001,PRJ-001-ITEM-000190,Exterior Reporting Package,Exterior,Milestone,2026-02-23,2026-04-01,187.43,m2,High,STS-005
WIT-000191,PRJ-002,PRJ-002-ITEM-000191,Safety Reporting Package,Safety,Package,2025-12-07,2025-12-17,262.35,m3,Critical,STS-004
WIT-000192,PRJ-003,PRJ-003-ITEM-000192,Structure Reporting Package,Structure,Task,2025-08-26,2025-12-11,416.9,ea,Low,STS-005
WIT-000193,PRJ-004,PRJ-004-ITEM-000193,Mechanical Reporting Package,Mechanical,Inspection,2026-02-22,2026-03-10,26.93,lot,Medium,STS-005
WIT-000194,PRJ-005,PRJ-005-ITEM-000194,Electrical Reporting Package,Electrical,Milestone,2025-11-21,2026-01-11,50.46,hr,High,STS-003
WIT-000195,PRJ-001,PRJ-001-ITEM-000195,Interior Reporting Package,Interior,Package,2025-09-25,2026-01-14,421.94,m2,Critical,STS-005
WIT-000196,PRJ-002,PRJ-002-ITEM-000196,Exterior Reporting Package,Exterior,Task,2026-03-06,2026-06-11,489.81,m3,Low,STS-007
WIT-000197,PRJ-003,PRJ-003-ITEM-000197,Safety Reporting Package,Safety,Inspection,2025-10-30,2026-02-15,401.21,ea,Medium,STS-004
WIT-000198,PRJ-004,PRJ-004-ITEM-000198,Structure Reporting Package,Structure,Milestone,2026-01-30,2026-04-11,321.6,lot,High,STS-007
WIT-000199,PRJ-005,PRJ-005-ITEM-000199,Mechanical Reporting Package,Mechanical,Package,2025-05-01,2025-08-03,389.72,hr,Critical,STS-004
WIT-000200,PRJ-001,PRJ-001-ITEM-000200,Electrical Reporting Package,Electrical,Task,2026-01-25,2026-04-24,268.5,m2,Low,STS-006
WIT-000201,PRJ-002,PRJ-002-ITEM-000201,Interior Reporting Package,Interior,Inspection,2026-05-24,2026-06-13,257.6,m3,Medium,STS-004
WIT-000202,PRJ-003,PRJ-003-ITEM-000202,Exterior Reporting Package,Exterior,Milestone,2026-01-14,2026-05-10,231.94,ea,High,STS-006
WIT-000203,PRJ-004,PRJ-004-ITEM-000203,Safety Reporting Package,Safety,Package,2025-12-25,2026-04-07,193.16,lot,Critical,STS-003
WIT-000204,PRJ-005,PRJ-005-ITEM-000204,Structure Reporting Package,Structure,Task,2025-08-13,2025-11-04,133.97,hr,Low,STS-007
WIT-000205,PRJ-001,PRJ-001-ITEM-000205,Mechanical Reporting Package,Mechanical,Inspection,2025-11-12,2026-01-29,70.74,m2,Medium,STS-004
WIT-000206,PRJ-002,PRJ-002-ITEM-000206,Electrical Reporting Package,Electrical,Milestone,2025-12-26,2026-02-18,209.03,m3,High,STS-003
WIT-000207,PRJ-003,PRJ-003-ITEM-000207,Interior Reporting Package,Interior,Package,2026-01-17,2026-03-17,117.05,ea,Critical,STS-004
WIT-000208,PRJ-004,PRJ-004-ITEM-000208,Exterior Reporting Package,Exterior,Task,2025-11-04,2025-12-17,183.83,lot,Low,STS-004
WIT-000209,PRJ-005,PRJ-005-ITEM-000209,Safety Reporting Package,Safety,Inspection,2025-06-30,2025-08-16,164.42,hr,Medium,STS-006
WIT-000210,PRJ-001,PRJ-001-ITEM-000210,Structure Reporting Package,Structure,Milestone,2026-01-17,2026-03-12,343.19,m2,High,STS-001
WIT-000211,PRJ-002,PRJ-002-ITEM-000211,Mechanical Reporting Package,Mechanical,Package,2026-03-27,2026-05-14,149.14,m3,Critical,STS-005
WIT-000212,PRJ-003,PRJ-003-ITEM-000212,Electrical Reporting Package,Electrical,Task,2026-04-27,2026-08-01,458.26,ea,Low,STS-004
WIT-000213,PRJ-004,PRJ-004-ITEM-000213,Interior Reporting Package,Interior,Inspection,2026-01-30,2026-05-24,240.97,lot,Medium,STS-005
WIT-000214,PRJ-005,PRJ-005-ITEM-000214,Exterior Reporting Package,Exterior,Milestone,2025-09-06,2025-12-08,268.18,hr,High,STS-004
WIT-000215,PRJ-001,PRJ-001-ITEM-000215,Safety Reporting Package,Safety,Package,2025-11-10,2025-12-22,424.43,m2,Critical,STS-003
WIT-000216,PRJ-002,PRJ-002-ITEM-000216,Structure Reporting Package,Structure,Task,2025-11-29,2026-01-29,402.39,m3,Low,STS-004
WIT-000217,PRJ-003,PRJ-003-ITEM-000217,Mechanical Reporting Package,Mechanical,Inspection,2026-01-05,2026-03-26,266.83,ea,Medium,STS-004
WIT-000218,PRJ-004,PRJ-004-ITEM-000218,Electrical Reporting Package,Electrical,Milestone,2025-11-10,2026-02-11,144.79,lot,High,STS-005
WIT-000219,PRJ-005,PRJ-005-ITEM-000219,Interior Reporting Package,Interior,Package,2026-02-11,2026-04-29,367.71,hr,Critical,STS-004
WIT-000220,PRJ-001,PRJ-001-ITEM-000220,Exterior Reporting Package,Exterior,Task,2025-12-05,2025-12-14,347.7,m2,Low,STS-005
WIT-000221,PRJ-002,PRJ-002-ITEM-000221,Safety Reporting Package,Safety,Inspection,2026-01-04,2026-02-01,430.5,m3,Medium,STS-004
WIT-000222,PRJ-003,PRJ-003-ITEM-000222,Structure Reporting Package,Structure,Milestone,2026-02-04,2026-05-25,307.58,ea,High,STS-005
WIT-000223,PRJ-004,PRJ-004-ITEM-000223,Mechanical Reporting Package,Mechanical,Package,2026-03-10,2026-03-30,48.45,lot,Critical,STS-005
WIT-000224,PRJ-005,PRJ-005-ITEM-000224,Electrical Reporting Package,Electrical,Task,2025-10-06,2025-12-21,43.16,hr,Low,STS-005
WIT-000225,PRJ-001,PRJ-001-ITEM-000225,Interior Reporting Package,Interior,Inspection,2025-12-07,2026-03-05,468.03,m2,Medium,STS-004
WIT-000226,PRJ-002,PRJ-002-ITEM-000226,Exterior Reporting Package,Exterior,Milestone,2026-01-13,2026-04-11,479.48,m3,High,STS-001
WIT-000227,PRJ-003,PRJ-003-ITEM-000227,Safety Reporting Package,Safety,Package,2025-08-19,2025-09-08,400.64,ea,Critical,STS-004
WIT-000228,PRJ-004,PRJ-004-ITEM-000228,Structure Reporting Package,Structure,Task,2026-01-09,2026-03-01,391.53,lot,Low,STS-004
WIT-000229,PRJ-005,PRJ-005-ITEM-000229,Mechanical Reporting Package,Mechanical,Inspection,2025-12-17,2026-02-28,397.76,hr,Medium,STS-003
WIT-000230,PRJ-001,PRJ-001-ITEM-000230,Electrical Reporting Package,Electrical,Milestone,2026-01-15,2026-05-07,127.44,m2,High,STS-002
WIT-000231,PRJ-002,PRJ-002-ITEM-000231,Interior Reporting Package,Interior,Package,2026-02-04,2026-05-28,295.45,m3,Critical,STS-004
WIT-000232,PRJ-003,PRJ-003-ITEM-000232,Exterior Reporting Package,Exterior,Task,2025-09-05,2025-09-15,308.47,ea,Low,STS-004
WIT-000233,PRJ-004,PRJ-004-ITEM-000233,Safety Reporting Package,Safety,Inspection,2026-02-11,2026-02-26,86.47,lot,Medium,STS-004
WIT-000234,PRJ-005,PRJ-005-ITEM-000234,Structure Reporting Package,Structure,Milestone,2025-11-10,2025-11-29,286.64,hr,High,STS-005
WIT-000235,PRJ-001,PRJ-001-ITEM-000235,Mechanical Reporting Package,Mechanical,Package,2026-05-17,2026-07-25,233.53,m2,Critical,STS-004
WIT-000236,PRJ-002,PRJ-002-ITEM-000236,Electrical Reporting Package,Electrical,Task,2026-05-04,2026-07-26,382.2,m3,Low,STS-004
WIT-000237,PRJ-003,PRJ-003-ITEM-000237,Interior Reporting Package,Interior,Inspection,2026-01-12,2026-03-18,399.82,ea,Medium,STS-004
WIT-000238,PRJ-004,PRJ-004-ITEM-000238,Exterior Reporting Package,Exterior,Milestone,2026-05-22,2026-07-25,300.2,lot,High,STS-005
WIT-000239,PRJ-005,PRJ-005-ITEM-000239,Safety Reporting Package,Safety,Package,2025-10-26,2025-12-26,465.69,hr,Critical,STS-005
WIT-000240,PRJ-001,PRJ-001-ITEM-000240,Structure Reporting Package,Structure,Task,2025-09-20,2025-12-31,59.43,m2,Low,STS-007
WIT-000241,PRJ-002,PRJ-002-ITEM-000241,Mechanical Reporting Package,Mechanical,Inspection,2025-12-02,2025-12-20,44.77,m3,Medium,STS-003
WIT-000242,PRJ-003,PRJ-003-ITEM-000242,Electrical Reporting Package,Electrical,Milestone,2025-11-19,2026-01-19,209.89,ea,High,STS-001
WIT-000243,PRJ-004,PRJ-004-ITEM-000243,Interior Reporting Package,Interior,Package,2026-01-03,2026-03-24,387.39,lot,Critical,STS-004
WIT-000244,PRJ-005,PRJ-005-ITEM-000244,Exterior Reporting Package,Exterior,Task,2026-05-07,2026-06-04,167.49,hr,Low,STS-002
WIT-000245,PRJ-001,PRJ-001-ITEM-000245,Safety Reporting Package,Safety,Inspection,2025-12-22,2026-03-14,449.28,m2,Medium,STS-003
WIT-000246,PRJ-002,PRJ-002-ITEM-000246,Structure Reporting Package,Structure,Milestone,2025-11-02,2026-02-08,136.0,m3,High,STS-004
WIT-000247,PRJ-003,PRJ-003-ITEM-000247,Mechanical Reporting Package,Mechanical,Package,2025-09-21,2025-12-22,182.73,ea,Critical,STS-003
WIT-000248,PRJ-004,PRJ-004-ITEM-000248,Electrical Reporting Package,Electrical,Task,2026-04-12,2026-06-17,79.65,lot,Low,STS-001
WIT-000249,PRJ-005,PRJ-005-ITEM-000249,Interior Reporting Package,Interior,Inspection,2025-11-06,2025-12-17,74.74,hr,Medium,STS-004
WIT-000250,PRJ-001,PRJ-001-ITEM-000250,Exterior Reporting Package,Exterior,Milestone,2026-01-09,2026-01-23,219.51,m2,High,STS-007
WIT-000251,PRJ-002,PRJ-002-ITEM-000251,Safety Reporting Package,Safety,Package,2026-04-06,2026-07-27,192.28,m3,Critical,STS-005
WIT-000252,PRJ-003,PRJ-003-ITEM-000252,Structure Reporting Package,Structure,Task,2026-04-02,2026-04-21,276.94,ea,Low,STS-004
WIT-000253,PRJ-004,PRJ-004-ITEM-000253,Mechanical Reporting Package,Mechanical,Inspection,2026-05-12,2026-08-08,468.13,lot,Medium,STS-005
WIT-000254,PRJ-005,PRJ-005-ITEM-000254,Electrical Reporting Package,Electrical,Milestone,2025-05-11,2025-06-26,240.21,hr,High,STS-006
WIT-000255,PRJ-001,PRJ-001-ITEM-000255,Interior Reporting Package,Interior,Package,2026-02-06,2026-05-11,188.8,m2,Critical,STS-004
WIT-000256,PRJ-002,PRJ-002-ITEM-000256,Exterior Reporting Package,Exterior,Task,2026-05-30,2026-08-17,359.16,m3,Low,STS-004
WIT-000257,PRJ-003,PRJ-003-ITEM-000257,Safety Reporting Package,Safety,Inspection,2025-10-22,2026-02-17,475.65,ea,Medium,STS-004
WIT-000258,PRJ-004,PRJ-004-ITEM-000258,Structure Reporting Package,Structure,Milestone,2026-02-01,2026-03-26,425.42,lot,High,STS-005
WIT-000259,PRJ-005,PRJ-005-ITEM-000259,Mechanical Reporting Package,Mechanical,Package,2025-03-17,2025-04-04,318.9,hr,Critical,STS-004
WIT-000260,PRJ-001,PRJ-001-ITEM-000260,Electrical Reporting Package,Electrical,Task,2026-02-26,2026-03-17,294.54,m2,Low,STS-004
WIT-000261,PRJ-002,PRJ-002-ITEM-000261,Interior Reporting Package,Interior,Inspection,2025-10-19,2025-11-07,343.36,m3,Medium,STS-004
WIT-000262,PRJ-003,PRJ-003-ITEM-000262,Exterior Reporting Package,Exterior,Milestone,2026-02-27,2026-05-05,227.7,ea,High,STS-003
WIT-000263,PRJ-004,PRJ-004-ITEM-000263,Safety Reporting Package,Safety,Package,2026-05-23,2026-05-29,412.87,lot,Critical,STS-005
WIT-000264,PRJ-005,PRJ-005-ITEM-000264,Structure Reporting Package,Structure,Task,2025-07-14,2025-09-06,229.82,hr,Low,STS-003
WIT-000265,PRJ-001,PRJ-001-ITEM-000265,Mechanical Reporting Package,Mechanical,Inspection,2026-01-29,2026-03-08,221.71,m2,Medium,STS-004
WIT-000266,PRJ-002,PRJ-002-ITEM-000266,Electrical Reporting Package,Electrical,Milestone,2026-04-04,2026-04-10,459.3,m3,High,STS-005
WIT-000267,PRJ-003,PRJ-003-ITEM-000267,Interior Reporting Package,Interior,Package,2025-09-06,2025-10-15,390.87,ea,Critical,STS-001
WIT-000268,PRJ-004,PRJ-004-ITEM-000268,Exterior Reporting Package,Exterior,Task,2026-03-03,2026-05-09,498.52,lot,Low,STS-005
WIT-000269,PRJ-005,PRJ-005-ITEM-000269,Safety Reporting Package,Safety,Inspection,2025-10-12,2025-10-29,439.72,hr,Medium,STS-005
WIT-000270,PRJ-001,PRJ-001-ITEM-000270,Structure Reporting Package,Structure,Milestone,2026-05-25,2026-08-16,418.61,m2,High,STS-004
WIT-000271,PRJ-002,PRJ-002-ITEM-000271,Mechanical Reporting Package,Mechanical,Package,2025-12-06,2026-01-12,54.1,m3,Critical,STS-005
WIT-000272,PRJ-003,PRJ-003-ITEM-000272,Electrical Reporting Package,Electrical,Task,2026-05-16,2026-08-05,333.18,ea,Low,STS-003
WIT-000273,PRJ-004,PRJ-004-ITEM-000273,Interior Reporting Package,Interior,Inspection,2026-02-19,2026-06-18,325.41,lot,Medium,STS-004
WIT-000274,PRJ-005,PRJ-005-ITEM-000274,Exterior Reporting Package,Exterior,Milestone,2026-03-11,2026-05-26,448.62,hr,High,STS-004
WIT-000275,PRJ-001,PRJ-001-ITEM-000275,Safety Reporting Package,Safety,Package,2026-01-08,2026-01-23,15.47,m2,Critical,STS-001
WIT-000276,PRJ-002,PRJ-002-ITEM-000276,Structure Reporting Package,Structure,Task,2026-03-26,2026-04-28,72.37,m3,Low,STS-003
WIT-000277,PRJ-003,PRJ-003-ITEM-000277,Mechanical Reporting Package,Mechanical,Inspection,2025-12-14,2026-01-15,388.61,ea,Medium,STS-005
WIT-000278,PRJ-004,PRJ-004-ITEM-000278,Electrical Reporting Package,Electrical,Milestone,2026-03-31,2026-07-06,455.41,lot,High,STS-004
WIT-000279,PRJ-005,PRJ-005-ITEM-000279,Interior Reporting Package,Interior,Package,2025-09-28,2025-10-25,328.48,hr,Critical,STS-004
WIT-000280,PRJ-001,PRJ-001-ITEM-000280,Exterior Reporting Package,Exterior,Task,2026-04-13,2026-07-31,3.71,m2,Low,STS-004
WIT-000281,PRJ-002,PRJ-002-ITEM-000281,Safety Reporting Package,Safety,Inspection,2025-12-07,2025-12-16,26.78,m3,Medium,STS-007
WIT-000282,PRJ-003,PRJ-003-ITEM-000282,Structure Reporting Package,Structure,Milestone,2025-10-23,2026-01-30,400.94,ea,High,STS-004
WIT-000283,PRJ-004,PRJ-004-ITEM-000283,Mechanical Reporting Package,Mechanical,Package,2026-04-07,2026-06-20,120.04,lot,Critical,STS-003
WIT-000284,PRJ-005,PRJ-005-ITEM-000284,Electrical Reporting Package,Electrical,Task,2025-12-02,2026-01-09,29.56,hr,Low,STS-005
WIT-000285,PRJ-001,PRJ-001-ITEM-000285,Interior Reporting Package,Interior,Inspection,2026-05-31,2026-09-10,400.68,m2,Medium,STS-003
WIT-000286,PRJ-002,PRJ-002-ITEM-000286,Exterior Reporting Package,Exterior,Milestone,2025-12-25,2026-04-20,386.28,m3,High,STS-004
WIT-000287,PRJ-003,PRJ-003-ITEM-000287,Safety Reporting Package,Safety,Package,2026-04-06,2026-07-26,349.36,ea,Critical,STS-001
WIT-000288,PRJ-004,PRJ-004-ITEM-000288,Structure Reporting Package,Structure,Task,2026-06-04,2026-09-11,21.04,lot,Low,STS-004
WIT-000289,PRJ-005,PRJ-005-ITEM-000289,Mechanical Reporting Package,Mechanical,Inspection,2025-10-02,2026-01-11,101.69,hr,Medium,STS-004
WIT-000290,PRJ-001,PRJ-001-ITEM-000290,Electrical Reporting Package,Electrical,Milestone,2026-02-14,2026-03-04,252.76,m2,High,STS-005
WIT-000291,PRJ-002,PRJ-002-ITEM-000291,Interior Reporting Package,Interior,Package,2026-05-19,2026-06-07,372.85,m3,Critical,STS-003
WIT-000292,PRJ-003,PRJ-003-ITEM-000292,Exterior Reporting Package,Exterior,Task,2025-08-10,2025-10-17,425.71,ea,Low,STS-005
WIT-000293,PRJ-004,PRJ-004-ITEM-000293,Safety Reporting Package,Safety,Inspection,2026-02-21,2026-05-09,78.45,lot,Medium,STS-005
WIT-000294,PRJ-005,PRJ-005-ITEM-000294,Structure Reporting Package,Structure,Milestone,2025-09-21,2025-12-28,97.33,hr,High,STS-004
WIT-000295,PRJ-001,PRJ-001-ITEM-000295,Mechanical Reporting Package,Mechanical,Package,2025-11-30,2026-02-27,136.11,m2,Critical,STS-007
WIT-000296,PRJ-002,PRJ-002-ITEM-000296,Electrical Reporting Package,Electrical,Task,2026-04-03,2026-04-19,490.12,m3,Low,STS-004
WIT-000297,PRJ-003,PRJ-003-ITEM-000297,Interior Reporting Package,Interior,Inspection,2026-03-23,2026-06-17,306.16,ea,Medium,STS-004
WIT-000298,PRJ-004,PRJ-004-ITEM-000298,Exterior Reporting Package,Exterior,Milestone,2026-02-28,2026-05-02,308.54,lot,High,STS-004
WIT-000299,PRJ-005,PRJ-005-ITEM-000299,Safety Reporting Package,Safety,Package,2026-02-07,2026-02-18,22.13,hr,Critical,STS-004
WIT-000300,PRJ-001,PRJ-001-ITEM-000300,Structure Reporting Package,Structure,Task,2026-02-28,2026-03-30,355.08,m2,Low,STS-004
WIT-000301,PRJ-002,PRJ-002-ITEM-000301,Mechanical Reporting Package,Mechanical,Inspection,2026-04-08,2026-07-23,87.39,m3,Medium,STS-003
WIT-000302,PRJ-003,PRJ-003-ITEM-000302,Electrical Reporting Package,Electrical,Milestone,2026-04-29,2026-06-15,92.58,ea,High,STS-004
WIT-000303,PRJ-004,PRJ-004-ITEM-000303,Interior Reporting Package,Interior,Package,2026-01-16,2026-01-31,490.03,lot,Critical,STS-007
WIT-000304,PRJ-005,PRJ-005-ITEM-000304,Exterior Reporting Package,Exterior,Task,2026-03-15,2026-05-27,392.26,hr,Low,STS-004
WIT-000305,PRJ-001,PRJ-001-ITEM-000305,Safety Reporting Package,Safety,Inspection,2026-03-12,2026-05-08,318.57,m2,Medium,STS-002
WIT-000306,PRJ-002,PRJ-002-ITEM-000306,Structure Reporting Package,Structure,Milestone,2025-12-23,2026-04-07,73.42,m3,High,STS-003
WIT-000307,PRJ-003,PRJ-003-ITEM-000307,Mechanical Reporting Package,Mechanical,Package,2026-04-22,2026-07-01,473.07,ea,Critical,STS-003
WIT-000308,PRJ-004,PRJ-004-ITEM-000308,Electrical Reporting Package,Electrical,Task,2025-11-27,2026-02-02,289.43,lot,Low,STS-003
WIT-000309,PRJ-005,PRJ-005-ITEM-000309,Interior Reporting Package,Interior,Inspection,2025-09-19,2025-10-28,350.19,hr,Medium,STS-004
WIT-000310,PRJ-001,PRJ-001-ITEM-000310,Exterior Reporting Package,Exterior,Milestone,2026-03-29,2026-05-02,470.36,m2,High,STS-004
WIT-000311,PRJ-002,PRJ-002-ITEM-000311,Safety Reporting Package,Safety,Package,2026-02-26,2026-05-16,75.07,m3,Critical,STS-004
WIT-000312,PRJ-003,PRJ-003-ITEM-000312,Structure Reporting Package,Structure,Task,2025-09-15,2025-11-12,202.61,ea,Low,STS-003
WIT-000313,PRJ-004,PRJ-004-ITEM-000313,Mechanical Reporting Package,Mechanical,Inspection,2026-01-25,2026-03-29,237.61,lot,Medium,STS-001
WIT-000314,PRJ-005,PRJ-005-ITEM-000314,Electrical Reporting Package,Electrical,Milestone,2025-10-10,2025-10-29,67.91,hr,High,STS-004
WIT-000315,PRJ-001,PRJ-001-ITEM-000315,Interior Reporting Package,Interior,Package,2025-12-06,2025-12-24,139.76,m2,Critical,STS-006
WIT-000316,PRJ-002,PRJ-002-ITEM-000316,Exterior Reporting Package,Exterior,Task,2026-01-04,2026-01-19,214.52,m3,Low,STS-001
WIT-000317,PRJ-003,PRJ-003-ITEM-000317,Safety Reporting Package,Safety,Inspection,2025-10-06,2025-11-15,305.88,ea,Medium,STS-006
WIT-000318,PRJ-004,PRJ-004-ITEM-000318,Structure Reporting Package,Structure,Milestone,2025-11-04,2025-12-25,206.49,lot,High,STS-005
WIT-000319,PRJ-005,PRJ-005-ITEM-000319,Mechanical Reporting Package,Mechanical,Package,2025-03-18,2025-06-03,204.98,hr,Critical,STS-007
WIT-000320,PRJ-001,PRJ-001-ITEM-000320,Electrical Reporting Package,Electrical,Task,2025-12-14,2026-03-25,294.56,m2,Low,STS-006
WIT-000321,PRJ-002,PRJ-002-ITEM-000321,Interior Reporting Package,Interior,Inspection,2026-04-21,2026-05-21,159.2,m3,Medium,STS-004
WIT-000322,PRJ-003,PRJ-003-ITEM-000322,Exterior Reporting Package,Exterior,Milestone,2026-04-04,2026-07-23,209.78,ea,High,STS-004
WIT-000323,PRJ-004,PRJ-004-ITEM-000323,Safety Reporting Package,Safety,Package,2025-11-23,2025-12-02,237.59,lot,Critical,STS-003
WIT-000324,PRJ-005,PRJ-005-ITEM-000324,Structure Reporting Package,Structure,Task,2026-01-30,2026-02-21,286.66,hr,Low,STS-005
WIT-000325,PRJ-001,PRJ-001-ITEM-000325,Mechanical Reporting Package,Mechanical,Inspection,2026-02-17,2026-03-19,283.32,m2,Medium,STS-003
WIT-000326,PRJ-002,PRJ-002-ITEM-000326,Electrical Reporting Package,Electrical,Milestone,2026-05-30,2026-08-10,324.33,m3,High,STS-002
WIT-000327,PRJ-003,PRJ-003-ITEM-000327,Interior Reporting Package,Interior,Package,2025-10-24,2026-01-17,326.56,ea,Critical,STS-005
WIT-000328,PRJ-004,PRJ-004-ITEM-000328,Exterior Reporting Package,Exterior,Task,2026-03-24,2026-06-07,393.93,lot,Low,STS-005
WIT-000329,PRJ-005,PRJ-005-ITEM-000329,Safety Reporting Package,Safety,Inspection,2026-03-01,2026-04-11,275.02,hr,Medium,STS-007
WIT-000330,PRJ-001,PRJ-001-ITEM-000330,Structure Reporting Package,Structure,Milestone,2026-02-12,2026-03-11,313.38,m2,High,STS-002
WIT-000331,PRJ-002,PRJ-002-ITEM-000331,Mechanical Reporting Package,Mechanical,Package,2026-01-21,2026-03-16,180.97,m3,Critical,STS-005
WIT-000332,PRJ-003,PRJ-003-ITEM-000332,Electrical Reporting Package,Electrical,Task,2025-10-06,2026-01-29,368.62,ea,Low,STS-004
WIT-000333,PRJ-004,PRJ-004-ITEM-000333,Interior Reporting Package,Interior,Inspection,2025-10-28,2025-12-30,443.32,lot,Medium,STS-004
WIT-000334,PRJ-005,PRJ-005-ITEM-000334,Exterior Reporting Package,Exterior,Milestone,2025-05-04,2025-05-23,252.31,hr,High,STS-005
WIT-000335,PRJ-001,PRJ-001-ITEM-000335,Safety Reporting Package,Safety,Package,2026-02-22,2026-06-12,260.62,m2,Critical,STS-003
WIT-000336,PRJ-002,PRJ-002-ITEM-000336,Structure Reporting Package,Structure,Task,2026-01-11,2026-02-15,157.91,m3,Low,STS-006
WIT-000337,PRJ-003,PRJ-003-ITEM-000337,Mechanical Reporting Package,Mechanical,Inspection,2025-10-17,2026-01-21,418.85,ea,Medium,STS-006
WIT-000338,PRJ-004,PRJ-004-ITEM-000338,Electrical Reporting Package,Electrical,Milestone,2026-05-15,2026-07-03,58.81,lot,High,STS-004
WIT-000339,PRJ-005,PRJ-005-ITEM-000339,Interior Reporting Package,Interior,Package,2026-02-06,2026-04-08,36.96,hr,Critical,STS-007
WIT-000340,PRJ-001,PRJ-001-ITEM-000340,Exterior Reporting Package,Exterior,Task,2025-09-29,2026-01-11,28.73,m2,Low,STS-005
WIT-000341,PRJ-002,PRJ-002-ITEM-000341,Safety Reporting Package,Safety,Inspection,2026-05-23,2026-09-01,141.03,m3,Medium,STS-004
WIT-000342,PRJ-003,PRJ-003-ITEM-000342,Structure Reporting Package,Structure,Milestone,2025-11-14,2026-01-23,87.32,ea,High,STS-005
WIT-000343,PRJ-004,PRJ-004-ITEM-000343,Mechanical Reporting Package,Mechanical,Package,2025-12-12,2026-01-24,157.63,lot,Critical,STS-007
WIT-000344,PRJ-005,PRJ-005-ITEM-000344,Electrical Reporting Package,Electrical,Task,2026-01-31,2026-02-12,8.33,hr,Low,STS-004
